ID,Rationale,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
18.9.85.3,Suppressing the system warning can pose a security risk and increase the attack surface on the system.,Administrative Templates: Windows Components,Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,SafeForScripting,,,,1,0,=,Medium
18.9.86.1,"Disabling this feature will prevent the caching of user's credentials and unauthorized use of the device, and also ensure the user is aware of the restart",Administrative Templates: Windows Components,Windows Logon Options: Sign-in and lock last interactive user automatically after a restart,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableAutomaticRestartSignOn,,,,0,1,=,Medium
18.9.95.1,"There are potential risks of capturing passwords in the PowerShell logs. This setting should only be needed for debugging purposes, and not in normal operation, it is important to ensure this is set to Disabled",PowerShell,Turn on PowerShell Script Block Logging,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,0,=,Medium
18.9.95.2,If this setting is enabled there is a risk that passwords could get stored in plain text in the PowerShell_transcript output file.,PowerShell,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,0,=,Medium
18.9.97.1.1,Basic authentication is less robust than other authentication methods available in WinRM because credentials including passwords are transmitted in plain text. An attacker who is able to capture packets on the network where WinRM is running may be able to determine the credentials used for accessing remote hosts via WinRM.,Administrative Templates: Windows Components,WinRM Client: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,,,,1,0,=,Medium
18.9.97.1.2,Encrypting WinRM network traffic reduces the risk of an attacker viewing or modifying WinRM messages as they transit the network.,Administrative Templates: Windows Components,WinRM Client: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,,,,1,0,=,Medium
18.9.97.1.3,"Digest authentication is less robust than other authentication methods available in WinRM, an attacker who is able to capture packets on the network where WinRM is running may be able to determine the credentials used for accessing remote hosts via WinRM",Administrative Templates: Windows Components,WinRM Client: Disallow Digest authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowDigest,,,,1,0,=,Medium
18.9.97.2.1,Basic authentication is less robust than other authentication methods available in WinRM because credentials including passwords are transmitted in plain text. An attacker who is able to capture packets on the network where WinRM is running may be able to determine the credentials used for accessing remote hosts via WinRM,Administrative Templates: Windows Components,WinRM Service: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,,,,1,0,=,Medium
18.9.97.2.2,"Any feature is a potential avenue of attack, those that enable inbound network connections are particularly risky. Only enable the use of the Windows Remote Management (WinRM) service on trusted networks and when feasible employ additional controls such as IPsec",Administrative Templates: Windows Components,WinRM Service: Allow remote server management through WinRM,Registry,,HKLM:Software\Policies\Microsoft\Windows\WinRM\Service,AllowAutoConfig,,,,1,0,=,Medium
18.9.97.2.3,Encrypting WinRM network traffic reduces the risk of an attacker viewing or modifying WinRM messages as they transit the network.,Administrative Templates: Windows Components,WinRM Service: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,,,,1,0,=,Medium
18.9.97.2.4,"Although the ability to store RunAs credentials is a convenient feature it increases the risk of account compromise slightly. For example, if you forget to lock your desktop before leaving it unattended for a few minutes another person could access not only the desktop of your computer but also any hosts you manage via WinRM with cached RunAs credentials.",Administrative Templates: Windows Components,WinRM Service: Disallow WinRM from storing RunAs credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,DisableRunAs,,,,0,1,=,Medium
18.9.98.1,"Any feature is a potential avenue of attack, those that enable inbound network connections are particularly risky. Only enable the use of the Windows Remote Shell on trusted networks and when feasible employ additional controls such as IPsec.",Administrative Templates: Windows Components,Windows Remote Shell: Allow Remote Shell Access,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS,AllowRemoteShellAccess,,,,1,0,=,Medium
18.9.99.2.1,Only authorized IT staff should be able to make changes to the exploit protection settings in order to ensure the organizations specific configuration is not modified.,Administrative Templates: Windows Components,App and browser protection: Prevent users from modifying settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection,DisallowExploitProtectionOverride,,,,,1,=,Medium
18.9.102.1.1.1,"It can be risky for experimental features to be allowed in an enterprise managed environment because this can introduce bugs and security holes into systems, making it easier for an attacker to gain access. It is generally preferred to only use production-ready builds.",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Manage preview builds (ManagePreviewBuilds),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,ManagePreviewBuilds,,,,,1,=,Medium
18.9.102.1.1.2,"It can be risky for experimental features to be allowed in an enterprise managed environment because this can introduce bugs and security holes into systems, making it easier for an attacker to gain access. It is generally preferred to only use production-ready builds.",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Manage preview builds (ManagePreviewBuildsPolicyValue),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,ManagePreviewBuildsPolicyValue,,,,,0,=,Medium
18.9.102.1.2.1,"Forcing new features without prior testing in your environment could cause software incompatibilities as well as introducing new bugs into the operating system. In an enterprise managed environment, it is generally preferred to delay Feature Updates until thorough testing and a deployment plan is in place. This recommendation delays the automatic installation of new features as long as possible",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdates),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdates,,,,,1,=,Medium
18.9.102.1.2.2,"Forcing new features without prior testing in your environment could cause software incompatibilities as well as introducing new bugs into the operating system. In an enterprise managed environment, it is generally preferred to delay Feature Updates until thorough testing and a deployment plan is in place. This recommendation delays the automatic installation of new features as long as possible",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (BranchReadinessLevel),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,BranchReadinessLevel,,,,,16,=,Medium
18.9.102.1.2.3,"Forcing new features without prior testing in your environment could cause software incompatibilities as well as introducing new bugs into the operating system. In an enterprise managed environment, it is generally preferred to delay Feature Updates until thorough testing and a deployment plan is in place. This recommendation delays the automatic installation of new features as long as possible",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdatesPeriodInDays),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdatesPeriodInDays,,,,,180,>=,Medium
18.9.102.1.3.1,"Quality Updates can contain important bug fixes and/or security patches, and should be installed as soon as possible.",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Select when Quality Updates are received (DeferQualityUpdates),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdates,,,,,1,=,Medium
18.9.102.1.3.2,"Quality Updates can contain important bug fixes and/or security patches, and should be installed as soon as possible.",Administrative Templates: Windows Components,Windows Update: Windows Update for Business: Select when Quality Updates are received (DeferQualityUpdatesPeriodInDays),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdatesPeriodInDays,,,,,0,>=,Medium
18.9.102.2,"Although each version of Windows is thoroughly tested before release, it is possible that problems will be discovered after the products are shipped. The Configure Automatic Updates setting can help you ensure that the computers in your environment will always have the most recent critical operating system updates and service packs installed.",Administrative Templates: Windows Components,Windows Update: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoUpdate,,,,,0,>=,Medium
18.9.102.3,"Although each version of Windows is thoroughly tested before release, it is possible that problems will be discovered after the products are shipped. The Configure Automatic Updates setting can help you ensure that the computers in your environment will always have the most recent critical operating system updates and service packs installed.",Administrative Templates: Windows Components,Windows Update: Configure Automatic Updates: Scheduled install day,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,ScheduledInstallDay,,,,,0,>=,Medium
